X1,Y1_suavizado
0.0,0.95
2.0000000000020002e-05,0.95
4.0000000000040004e-05,0.957011393514461
6.0000000000060005e-05,0.9659035007918055
8.000000000008001e-05,0.9623884343301086
0.00010000000000010001,0.9638250769621233
0.00012000000000000899,0.9648485583136321
0.000140000000000029,0.9656138218895077
0.000160000000000049,0.9635024227058204
0.000180000000000069,0.9618199325857241
0.000200000000000089,0.9604493464174517
0.00021999999999999797,0.9636638903233842
0.00024000000000001798,0.9643148721998648
0.000260000000000038,0.964869708248114
0.000280000000000058,0.9653476482446426
0.000300000000000078,0.9657631307738921
0.000320000000000098,0.967845766642877
0.00034000000000000696,0.9663654920453424
0.00036000000000002697,0.9650513037587016
0.00038000000000004697,0.9669958204195805
0.00040000000000006697,0.9657071616838208
0.00042000000000008697,0.9645461904658753
0.00043999999999999595,0.9649398859549371
0.00046000000000001595,0.9652972331020161
0.00048000000000003595,0.9656226343640973
0.000500000000000056,0.9645620056730291
0.000520000000000076,0.9649247050296648
0.000540000000000096,0.9652576539931057
0.0005600000000000049,0.9655639815832509
0.0005800000000000249,0.9658464005653119
0.0006000000000000449,0.9648511401436812
0.0006200000000000649,0.965170434029001
0.0006400000000000849,0.9642408436033184
0.0006599999999999939,0.9633779456147561
0.0006800000000000139,0.9637749909702563
0.0007000000000000339,0.9641445501843631
0.0007200000000000539,0.9633126252328065
0.0007400000000000739,0.9637025122173751
0.0007600000000000939,0.9640666450186883
0.0007800000000000029,0.9644070602652123
0.0008000000000000229,0.9635865317584169
0.0008200000000000429,0.9639492771916035
0.0008400000000000629,0.9642892753911203
0.0008600000000000829,0.963491282555633
0.0008799999999999919,0.9649630737194084
0.0009000000000000119,0.9641368700207231
0.0009200000000000319,0.9644589297126067
0.0009400000000000519,0.9636686017711106
0.0009600000000000719,0.9640130719446458
0.000980000000000092,0.9643373715744078
0.0010000000000000009,0.9635639690278551
0.0010200000000000209,0.963909785021224
0.001040000000000041,0.9631651732090416
0.001060000000000061,0.9635297642583587
0.001080000000000081,0.9638737568684101
0.001100000000000101,0.963138480602858
0.0011200000000000099,0.9645578228654471
0.0011400000000000299,0.9648445692259867
0.0011600000000000499,0.9661664444774457
0.0011800000000000699,0.9663673792795141
0.0012000000000000899,0.9665573234717558
0.0012199999999999989,0.9656935430409568
0.0012400000000000189,0.9648765972712342
0.0012600000000000389,0.9641037676410427
0.0012800000000000589,0.9633725114892329
0.0013000000000000789,0.9647505540647222
0.0013200000000000989,0.9650217513921038
0.0013400000000000079,0.9652785113427137
0.0013600000000000279,0.9665515490145835
0.0013800000000000479,0.965700496391761
0.0014000000000000679,0.964894346820977
0.0014200000000000879,0.9641306169748206
0.0014399999999999968,0.9634069722417793
0.0014600000000000168,0.9637442001590714
0.0014800000000000368,0.9630420026340363
0.0015000000000000568,0.9623764065111639
0.0015200000000000768,0.9637847140185059
0.0015400000000000968,0.9641012711819218
0.0015600000000000058,0.964401425690277
0.0015800000000000258,0.9657028478804669
0.0016000000000000458,0.9659211302507571
0.0016200000000000658,0.9661281595356687
0.0016400000000000858,0.9653101689188146
0.0016599999999999948,0.9645342225386507
0.0016800000000000148,0.9658239937617319
0.0017000000000000348,0.9660353601285061
0.0017200000000000548,0.9672475729383743
0.0017400000000000748,0.9683977968773909
0.0017600000000000948,0.9684787496551962
0.0017800000000000038,0.9695655589390044
0.0018000000000000238,0.969587486982925
0.0018200000000000438,0.9706173029682106
0.0018400000000000638,0.9705861739064724
0.0018600000000000838,0.9695485077076454
0.0018799999999999928,0.9695712563821105
0.0019000000000000128,0.9685855284478965
0.0019200000000000328,0.9686567437969611
0.0019400000000000528,0.967717746651392
0.001960000000000073,0.9678325749443633
0.001980000000000093,0.9679415916336394
0.0020000000000000018,0.9680450942024411
0.0020200000000000218,0.9681433645782188
0.0020400000000000418,0.9672315679659962
0.0020600000000000618,0.9663658146384527
0.002080000000000082,0.9665483601828364
0.002100000000000102,0.9667216965566502
0.0021200000000000108,0.9658821405624228
0.0021400000000000308,0.9660888454296893
0.0021600000000000508,0.9652813902116923
0.0021800000000000708,0.964514602561925
0.0022000000000000908,0.9637864202087078
0.0022199999999999998,0.9651013058035256
0.0022400000000000198,0.9653469872022118
0.0022600000000000398,0.9655803115179896
0.0022800000000000598,0.965801903753919
0.0023000000000000798,0.9650097443709261
0.0023200000000000998,0.9642573947155761
0.0023400000000000087,0.9645452018212299
0.0023600000000000287,0.9638163132962394
0.0023800000000000487,0.9641261552481594
0.0024000000000000687,0.9634184204765505
0.0024200000000000887,0.9637481310098887
0.0024399999999999977,0.9640612943274798
0.0024600000000000177,0.9643587438208346
0.0024800000000000377,0.9636396256269644
0.0025000000000000577,0.9639581412868748
0.0025200000000000777,0.963259198270511
0.0025400000000000977,0.9645981236456194
0.0025600000000000067,0.963867239790723
0.0025800000000000267,0.9641742679649374
0.0026000000000000467,0.9644659066434956
0.0026200000000000667,0.9647429290212228
0.0026400000000000867,0.9640049785504105
0.0026599999999999957,0.9633040040762882
0.0026800000000000157,0.962638149136294
0.0027000000000000357,0.9630065858496433
0.0027200000000000557,0.9633565671409285
0.0027400000000000757,0.9636890190601811
0.0027600000000000957,0.9630040194874248
0.0027800000000000047,0.9643548463031149
0.0028000000000000247,0.9636365848163609
0.0028200000000000447,0.9649556613539152
0.0028400000000000647,0.9642073901572481
0.0028600000000000847,0.9644972002520068
0.0028799999999999937,0.9637719132346916
0.0029000000000000137,0.9630829322245003
0.0029200000000000337,0.9624284378562666
0.0029400000000000537,0.9618067021298766
0.0029600000000000737,0.9622165635648728
0.0029800000000000937,0.9626059127565902
0.0030000000000000027,0.9619753442230601
0.0030200000000000227,0.9623767420419498
0.0030400000000000427,0.9637584446072384
0.0030600000000000627,0.9640706382170564
0.0030800000000000827,0.9643672108479834
0.0030999999999999917,0.964648944651126
0.0031200000000000117,0.9639162643302253
0.0031400000000000317,0.9642205430741984
0.0031600000000000517,0.9635093117165391
0.0031800000000000717,0.9628336618420799
0.0032000000000000917,0.9621918124341423
0.0032200000000000006,0.9615820717163883
0.0032400000000000206,0.9620030665825504
0.0032600000000000406,0.9624030021042032
0.0032800000000000606,0.9627829321849934
0.0033000000000000806,0.9631438579420414
0.0033200000000001006,0.9624865398410918
0.0033400000000000096,0.9628622808404828
0.0033600000000000296,0.9632192281595983
0.0033800000000000496,0.96255815879235
0.0034000000000000696,0.9619301534211262
0.0034200000000000896,0.9613335578194456
0.0034399999999999986,0.9607668005722854
0.0034600000000000186,0.9612285219604891
0.0034800000000000386,0.9606670249082159
0.0035000000000000586,0.9601336096274262
0.0035200000000000786,0.9606269854133409
0.0035400000000000986,0.9610956869233048
0.0035600000000000076,0.9615409484061495
0.0035800000000000276,0.9619639423460864
0.0036000000000000476,0.9633658754554263
0.0036200000000000676,0.9636976109570625
0.0036400000000000876,0.9630126729881753
0.0036599999999999966,0.9623619875167291
0.0036800000000000166,0.9617438413718862
0.0037000000000000366,0.9621566789768643
0.0037200000000000566,0.9615488035203088
0.0037400000000000766,0.9609713258838456
0.0037600000000000966,0.961422787411256
0.0037800000000000056,0.9628517316973108
0.0038000000000000256,0.9632091649918608
0.0038200000000000456,0.9625486718442683
0.0038400000000000656,0.9629212569537647
0.0038600000000000856,0.9632752109842826
0.0038799999999999946,0.9636114656675749
0.0039000000000000146,0.9629308630941387
0.003920000000000035,0.9622842935052717
0.003940000000000055,0.9616700549732787
